title	sound	episodetype	episodenumber	episodedate	time	person	timestampurl	image
Uhh... BASED!	Frogan_UhBased.mp3	H3Show	113	02-22-2025	10445	Frogan	https://youtu.be/UK47xzasVxA&t=10445	
Oh God...	JayShetty_OhGod.mp3	SYNT	97	02-20-2025	5249	Jay Shetty	https://youtu.be/vVaHCn3smdE&t=5249	
That's so scary!	JayShetty_ThatsSoScary.mp3	SYNT	97	02-20-2025	7334	Jay Shetty	https://youtu.be/vVaHCn3smdE&t=7334	
50 GIFTED SUBS!!!!	Keemstar_50GIFTED.mp3	H3Show	111	02-17-2025	767	Keemstar	https://youtu.be/N2W4RJ2tEnY&t=767	
ANYWHO I'M GONNA GO TO BED NOW	WholeCrew_AnywhoImGonnaGoToBedNow.mp3	H3Show	108	02-10-2025	10247	Misc	https://youtu.be/I0zmBdGEvwU&t=10247	https://www.redbrick.me/wp-content/uploads/2021/11/255880196_279179057470482_8982295856559572115_n1.jpg
Anywho I'm gonna go to bed	HaileyWelch_AnywhoImGonnaGoToBed.mp3	H3Show	108	02-10-2025	2123	Hailey Welch (Hawk Tuah)	https://youtu.be/I0zmBdGEvwU&t=2123	
The Rizzler Scream	TheRizzle_Ahhhh.mp3	H3Show	106	02-05-2025	5693	The Rizzler	https://youtu.be/6KV16LWcnTY&t=5693	
Destiny is a great guy	Hasan_DestinyIsAGreatGuy.mp3	H3Show	106	02-05-2025	6320	Hasan Piker	https://youtu.be/6KV16LWcnTY&t=6320	
I think so, don't you think so?	Howie_IThinkSo.mp3	H3Show	101	01-22-2025	4857	Howie Mandel	https://youtu.be/casAOxYGjPc&t=4857	
You're coming off a little special needs	Howie_SpecialNeeds.mp3	H3Show	101	01-22-2025	4857	Howie Mandel	https://youtu.be/casAOxYGjPc&t=4857	
Come into my mouth in the name of jesus!	Misc_ComeIntoMyMouthInTheNameOfJesus.mp3	H3Show	98	01-13-2025	5540	Misc	https://youtu.be/fV-1SveD9gQ&t=5540	https://i.ytimg.com/vi/9uG31s9U__c/mqdefault.jpg
Come into my mouth	Misc_ComeIntoMyMouth.mp3	H3Show	98	01-13-2025	5540	Misc	https://youtu.be/fV-1SveD9gQ&t=5540	https://i.ytimg.com/vi/9uG31s9U__c/mqdefault.jpg
Why don't they just BOMB the outer line?!	XQC_WhyDontTheyJustBomb.mp3	H3Show	98	01-13-2025	1370	XQC	https://youtu.be/fV-1SveD9gQ&t=1370	
SHUT UP, I'M PLAYING THE FUCKING INTRO	Keemstar_ShutUpImPlayingTheIntro.mp3	H3Show	97	01-10-2025	2636	Keemstar	https://youtu.be/wv76IVGoaeY&t=2636	
SHUT UP	Keemstar_SHUTUP.mp3	H3Show	97	01-10-2025	2636	Keemstar	https://youtu.be/wv76IVGoaeY&t=2636	
SHUT THE FUCK UP	Keemstar_ShutTheFuckUp.mp3	H3Show	97	01-10-2025	2636	Keemstar	https://youtu.be/wv76IVGoaeY&t=2636	
I have never had an original thought in my life	MikasRhetoric_IveNeverHadAnOriginalThought.mp3	H3Show	96	01-06-2025	13810	Mika's Rhetoric	https://youtu.be/0SWIbsrw5No&t=13810	
I've also vouched for Jewish people	MikasRhetoric_IVouchedForJewishPeople.mp3	H3Show	96	01-06-2025	7683	Mika's Rhetoric	https://youtu.be/0SWIbsrw5No&t=7683	
Hi everyone, it's me again	MikasRhetoric_HiEveryoneItsMeAgain.mp3	H3Show	96	01-06-2025	7133	Mika's Rhetoric	https://youtu.be/0SWIbsrw5No&t=7133	
It's too thick, I can't suck it	Ninja_TooThickICantSuckIt.mp3	H3Show	96	01-06-2025	3303	Ninja	https://youtu.be/0SWIbsrw5No&t=3303	
I can see you, I can see what you're doing	RingoStarr_YesICanSeeYou.mp3	H3Show	93	12-16-2024	6125	Ringo Starr	https://youtu.be/x-hY1RZf8YE&t=6125	
Fight Fight Fight!	RoseanneBarr_FightFightFight.mp3	H3Show	92	12-13-2024	11302	Roseanne Barr	https://youtu.be/OWBUXE42fuc&t=11302	
FIIIIIIGHT!!!	RoseanneBarr_Fiiiight.mp3	H3Show	92	12-13-2024	11302	Roseanne Barr	https://youtu.be/OWBUXE42fuc&t=11302	
You went and saw wicked?!	Keemstar_YouDidntSeeGladiator2.mp3	H3Show	86	11-27-2024	1461	Keemstar	https://youtu.be/P62RrxPzQR8&t=1461	
Why is there mold in the Lunchly?!	Misc_WhyIsThereMoldInTheLunchly.mp3	H3Show	71	10-25-2024	5787	Misc	https://youtu.be/N8NGpo8N-ic&t=5787	https://i.dailymail.co.uk/1s/2024/10/22/16/91140581-13987187-TikTokkers_have_been_posting_on_the_social_media_platform_images-a-11_1729609399394.jpg
